Bandit,Reward,Algorithm
4,2.9467426695153316,EpsilonGreedy
4,1.9441285281083833,EpsilonGreedy
4,4.519732856283115,EpsilonGreedy
4,3.176677796688703,EpsilonGreedy
4,4.051557749942633,EpsilonGreedy
4,6.214106458796964,EpsilonGreedy
4,4.016366554230408,EpsilonGreedy
4,3.7132962849117623,EpsilonGreedy
4,2.2747753134532323,EpsilonGreedy
4,3.5896894147834177,EpsilonGreedy
4,4.358480212648273,EpsilonGreedy
4,4.198705183200699,EpsilonGreedy
4,2.9732329926531187,EpsilonGreedy
4,3.450151810459939,EpsilonGreedy
4,4.06930658500586,EpsilonGreedy
4,6.570265474530722,EpsilonGreedy
4,4.62875459747633,EpsilonGreedy
4,3.229697305521102,EpsilonGreedy
4,4.512360827127647,EpsilonGreedy
4,2.366629489470017,EpsilonGreedy
4,5.129846770900028,EpsilonGreedy
4,3.2891061787137796,EpsilonGreedy
4,3.874744447970452,EpsilonGreedy
4,4.083467522638818,EpsilonGreedy
4,2.608497049219526,EpsilonGreedy
4,4.330056066959862,EpsilonGreedy
4,3.1977936547331436,EpsilonGreedy
4,1.8541034982228743,EpsilonGreedy
4,3.5773998604606794,EpsilonGreedy
4,2.9071352307435805,EpsilonGreedy
4,5.0440806416144675,EpsilonGreedy
4,3.589413247355763,EpsilonGreedy
3,2.0140935588284594,EpsilonGreedy
4,5.718800265613184,EpsilonGreedy
4,4.373584475100249,EpsilonGreedy
4,4.925566601662036,EpsilonGreedy
4,5.674045351636476,EpsilonGreedy
4,3.4894933067972724,EpsilonGreedy
4,2.7722668264967782,EpsilonGreedy
4,3.9581443243699237,EpsilonGreedy
4,3.1176527907876532,EpsilonGreedy
4,2.616477729094028,EpsilonGreedy
4,3.121670407325229,EpsilonGreedy
4,4.44581988290114,EpsilonGreedy
4,3.4316933065405073,EpsilonGreedy
4,2.738437311911934,EpsilonGreedy
4,4.27531517887436,EpsilonGreedy
4,4.098485203251008,EpsilonGreedy
4,4.823024450492546,EpsilonGreedy
4,4.782507461055039,EpsilonGreedy
4,2.7694867521960944,EpsilonGreedy
4,4.817040337583186,EpsilonGreedy
4,3.9381734683778964,EpsilonGreedy
4,4.2190586294711885,EpsilonGreedy
4,4.830383735569033,EpsilonGreedy
4,2.602603584616234,EpsilonGreedy
4,3.9781896073735075,EpsilonGreedy
4,4.475545315943755,EpsilonGreedy
4,3.6648847437046257,EpsilonGreedy
4,2.1867033222764034,EpsilonGreedy
4,2.3882405107853244,EpsilonGreedy
4,5.3236556625363205,EpsilonGreedy
4,4.137972380073116,EpsilonGreedy
4,4.306275123074877,EpsilonGreedy
4,3.444074275387207,EpsilonGreedy
4,4.096300468023577,EpsilonGreedy
4,5.066669140354221,EpsilonGreedy
4,2.0232420445774,EpsilonGreedy
4,3.288629900668291,EpsilonGreedy
4,3.0588049091742104,EpsilonGreedy
4,3.8718861443703037,EpsilonGreedy
4,2.5471098905090375,EpsilonGreedy
4,5.728992586292239,EpsilonGreedy
4,3.414744693291543,EpsilonGreedy
4,2.5920740991837183,EpsilonGreedy
4,3.1388594561178564,EpsilonGreedy
4,3.242582255583827,EpsilonGreedy
4,3.907779403188102,EpsilonGreedy
4,2.6510910651962236,EpsilonGreedy
4,2.6955812347443846,EpsilonGreedy
4,5.323790112678127,EpsilonGreedy
4,3.2959515558049284,EpsilonGreedy
4,4.913129131443155,EpsilonGreedy
4,3.611871219540657,EpsilonGreedy
4,3.063836413090537,EpsilonGreedy
4,4.890993074690957,EpsilonGreedy
4,4.717503043593378,EpsilonGreedy
4,3.4297845319925724,EpsilonGreedy
4,4.517614507304448,EpsilonGreedy
4,5.7839369586180425,EpsilonGreedy
4,1.7865814505148148,EpsilonGreedy
4,3.1799676180061183,EpsilonGreedy
4,5.544585215635109,EpsilonGreedy
4,4.331621784348652,EpsilonGreedy
4,3.2715439287856003,EpsilonGreedy
4,3.847280108110364,EpsilonGreedy
4,3.404003337659769,EpsilonGreedy
4,4.805608353469208,EpsilonGreedy
4,3.739538470944331,EpsilonGreedy
4,6.132440180133172,EpsilonGreedy
4,3.402160641022405,EpsilonGreedy
4,3.985479632643082,EpsilonGreedy
4,5.2766382549419495,EpsilonGreedy
4,3.2826353561014394,EpsilonGreedy
4,4.243355628072931,EpsilonGreedy
4,4.2801342465909915,EpsilonGreedy
4,5.778605325168038,EpsilonGreedy
4,3.736010827819365,EpsilonGreedy
4,4.963029517381169,EpsilonGreedy
4,5.157189007704799,EpsilonGreedy
4,4.760874286359787,EpsilonGreedy
4,2.9579487304656604,EpsilonGreedy
4,5.450916804710113,EpsilonGreedy
4,6.979413493504996,EpsilonGreedy
4,3.4524722853596534,EpsilonGreedy
4,3.434895810259687,EpsilonGreedy
4,5.190220151362324,EpsilonGreedy
4,5.131091605192622,EpsilonGreedy
4,3.6861671041344146,EpsilonGreedy
4,2.105638253007725,EpsilonGreedy
4,5.309592210698577,EpsilonGreedy
4,4.182843523864405,EpsilonGreedy
4,5.243063328066839,EpsilonGreedy
4,3.525411404211629,EpsilonGreedy
4,4.22403040845101,EpsilonGreedy
4,4.187981061749009,EpsilonGreedy
4,5.296295464381548,EpsilonGreedy
4,5.436491568365473,EpsilonGreedy
4,5.5588878253207525,EpsilonGreedy
4,5.07456882938813,EpsilonGreedy
4,4.532609197185082,EpsilonGreedy
4,3.818212587599902,EpsilonGreedy
4,4.74482030992171,EpsilonGreedy
4,4.563544696091319,EpsilonGreedy
4,3.85079133839307,EpsilonGreedy
4,3.9024236282619778,EpsilonGreedy
4,3.2298901962416187,EpsilonGreedy
4,4.414886630341139,EpsilonGreedy
4,4.7209735616896005,EpsilonGreedy
4,4.243211305874413,EpsilonGreedy
4,4.899086346754924,EpsilonGreedy
4,3.885170098243709,EpsilonGreedy
4,3.30218319059069,EpsilonGreedy
4,3.818070994539973,EpsilonGreedy
4,5.542429785606749,EpsilonGreedy
4,2.987050467224515,EpsilonGreedy
4,4.117730281130119,EpsilonGreedy
4,3.3613563562826223,EpsilonGreedy
4,4.917467836483615,EpsilonGreedy
4,4.393364708703615,EpsilonGreedy
4,6.3991875570970596,EpsilonGreedy
4,3.5217324630545974,EpsilonGreedy
4,4.959276621940462,EpsilonGreedy
4,4.828862651886169,EpsilonGreedy
4,3.399759015867381,EpsilonGreedy
4,3.435470425911249,EpsilonGreedy
4,3.3932647235322144,EpsilonGreedy
4,4.270149815355775,EpsilonGreedy
4,4.323743060681523,EpsilonGreedy
4,5.1299133106043335,EpsilonGreedy
4,3.611101345152506,EpsilonGreedy
4,3.5491182337208604,EpsilonGreedy
4,3.2785705866538253,EpsilonGreedy
4,4.45926555096953,EpsilonGreedy
4,5.081677694645808,EpsilonGreedy
4,4.923713463409568,EpsilonGreedy
4,2.4294807510412246,EpsilonGreedy
4,2.7824168591471494,EpsilonGreedy
3,2.170542734454235,EpsilonGreedy
4,3.384179375299181,EpsilonGreedy
4,5.0683399228767705,EpsilonGreedy
4,4.376487875411628,EpsilonGreedy
4,4.996055277172591,EpsilonGreedy
4,3.413767137601842,EpsilonGreedy
4,6.006827297143243,EpsilonGreedy
4,4.116428138271865,EpsilonGreedy
4,3.0629103920868337,EpsilonGreedy
4,3.521396467424135,EpsilonGreedy
4,3.9407701178014047,EpsilonGreedy
4,5.046096026571228,EpsilonGreedy
4,3.1065744537402913,EpsilonGreedy
4,5.2537590092029625,EpsilonGreedy
4,6.112877348758568,EpsilonGreedy
4,4.050358852394934,EpsilonGreedy
4,4.317576936623719,EpsilonGreedy
4,3.8514724627734003,EpsilonGreedy
4,2.8933418289512556,EpsilonGreedy
4,3.646177253438589,EpsilonGreedy
4,5.214799117718868,EpsilonGreedy
4,4.234955942180579,EpsilonGreedy
4,4.505329786143491,EpsilonGreedy
4,3.268277504105183,EpsilonGreedy
4,3.573625276362649,EpsilonGreedy
4,3.8447553386627162,EpsilonGreedy
4,3.2786724633159077,EpsilonGreedy
4,2.9567743334111736,EpsilonGreedy
4,4.6011305935039495,EpsilonGreedy
4,4.237756880966285,EpsilonGreedy
4,4.346761710764999,EpsilonGreedy
4,4.042096557989816,EpsilonGreedy
4,3.6012647661934514,EpsilonGreedy
4,2.991195041410876,EpsilonGreedy
4,4.9580489083393875,EpsilonGreedy
4,3.554157081787311,EpsilonGreedy
4,5.04085856402231,EpsilonGreedy
4,1.7276296581153097,EpsilonGreedy
4,2.7364704013593784,EpsilonGreedy
4,2.7213372521179444,EpsilonGreedy
4,3.186809133098754,EpsilonGreedy
4,5.174811624220905,EpsilonGreedy
4,6.892714005703995,EpsilonGreedy
4,4.862208624674405,EpsilonGreedy
4,3.9511499694020547,EpsilonGreedy
4,4.270736092063433,EpsilonGreedy
4,4.366295928303471,EpsilonGreedy
4,3.6556323199760765,EpsilonGreedy
4,4.100438905394959,EpsilonGreedy
4,3.519868782090724,EpsilonGreedy
4,4.489519252764759,EpsilonGreedy
4,4.225304102861108,EpsilonGreedy
4,3.768618820691047,EpsilonGreedy
4,4.090993142632997,EpsilonGreedy
4,3.2777124461910634,EpsilonGreedy
4,4.323652779612613,EpsilonGreedy
4,5.265326405645521,EpsilonGreedy
4,5.523822063905332,EpsilonGreedy
1,0.5250560261017079,EpsilonGreedy
4,3.805059295256844,EpsilonGreedy
4,4.128467707559934,EpsilonGreedy
4,4.891241586393681,EpsilonGreedy
4,2.827331074134358,EpsilonGreedy
4,5.441075172236331,EpsilonGreedy
4,5.459377201003209,EpsilonGreedy
4,5.4806220270339825,EpsilonGreedy
4,3.374174517718952,EpsilonGreedy
4,5.819121320247371,EpsilonGreedy
4,5.818307370766631,EpsilonGreedy
4,3.997616801937381,EpsilonGreedy
4,6.530585609273153,EpsilonGreedy
4,3.655277676035257,EpsilonGreedy
4,3.799947799266774,EpsilonGreedy
4,4.7197899369372625,EpsilonGreedy
4,2.785233341148577,EpsilonGreedy
4,4.746109514605163,EpsilonGreedy
4,2.8912337070101106,EpsilonGreedy
4,3.0998504925566412,EpsilonGreedy
4,3.001772106877501,EpsilonGreedy
4,2.8928045214938045,EpsilonGreedy
4,3.6558369911400863,EpsilonGreedy
4,3.692123438822917,EpsilonGreedy
4,4.475882058373021,EpsilonGreedy
4,3.186788022006588,EpsilonGreedy
4,3.541818498910311,EpsilonGreedy
4,2.389822994106703,EpsilonGreedy
4,3.0929220715815555,EpsilonGreedy
4,3.8319074014828125,EpsilonGreedy
4,2.6636525052092903,EpsilonGreedy
4,2.9809454253531964,EpsilonGreedy
4,3.7643725315747707,EpsilonGreedy
4,2.306289972893869,EpsilonGreedy
4,3.493115764154536,EpsilonGreedy
4,4.875476364006493,EpsilonGreedy
4,5.100280065095083,EpsilonGreedy
4,6.695798401781956,EpsilonGreedy
4,2.8988320784402646,EpsilonGreedy
4,3.1683388292362364,EpsilonGreedy
4,4.288925795121891,EpsilonGreedy
4,3.9406919279882526,EpsilonGreedy
4,4.696390444146191,EpsilonGreedy
4,4.241115219059689,EpsilonGreedy
4,3.1636851113319087,EpsilonGreedy
4,2.684098236925948,EpsilonGreedy
4,3.2437003550414207,EpsilonGreedy
4,3.8278159858121796,EpsilonGreedy
4,4.250510260393764,EpsilonGreedy
4,6.318832276639925,EpsilonGreedy
4,2.7125830645653504,EpsilonGreedy
4,4.958944545615954,EpsilonGreedy
4,4.225896038924874,EpsilonGreedy
4,3.7154152199390307,EpsilonGreedy
4,2.557364134298445,EpsilonGreedy
4,4.51239610372008,EpsilonGreedy
4,5.224996512403264,EpsilonGreedy
4,4.654052624384393,EpsilonGreedy
4,4.657053959780827,EpsilonGreedy
4,3.441613715653414,EpsilonGreedy
4,4.2665992235450565,EpsilonGreedy
4,3.583115280252446,EpsilonGreedy
4,4.237758179107698,EpsilonGreedy
4,4.484093263368489,EpsilonGreedy
4,4.4443631735560905,EpsilonGreedy
4,3.232582941699106,EpsilonGreedy
4,5.5344520679579645,EpsilonGreedy
4,3.9330809022163162,EpsilonGreedy
4,3.6015315915829436,EpsilonGreedy
4,4.09107733188725,EpsilonGreedy
4,4.393635041360083,EpsilonGreedy
4,4.899718354569735,EpsilonGreedy
4,3.069348001968653,EpsilonGreedy
4,4.248499551706401,EpsilonGreedy
4,2.7337750585987193,EpsilonGreedy
4,4.947671749897562,EpsilonGreedy
4,3.489498782904353,EpsilonGreedy
4,5.039802154618533,EpsilonGreedy
4,6.3455195442288606,EpsilonGreedy
4,2.773410466011517,EpsilonGreedy
4,3.6113975895430976,EpsilonGreedy
4,5.006000091715797,EpsilonGreedy
4,1.945871185095048,EpsilonGreedy
4,5.110536663633061,EpsilonGreedy
4,3.3158085385867695,EpsilonGreedy
4,3.1591512857868462,EpsilonGreedy
4,4.263319540053463,EpsilonGreedy
4,3.5738144422999967,EpsilonGreedy
4,4.348294556435388,EpsilonGreedy
4,4.464080271270888,EpsilonGreedy
4,3.2218540841122905,EpsilonGreedy
4,5.041307929175021,EpsilonGreedy
4,3.770239393008035,EpsilonGreedy
4,4.488370801990787,EpsilonGreedy
4,4.076860159024298,EpsilonGreedy
4,5.495274554779746,EpsilonGreedy
4,3.716931373124417,EpsilonGreedy
4,2.5964785353901565,EpsilonGreedy
4,2.8696498845633673,EpsilonGreedy
4,3.0950840070563075,EpsilonGreedy
4,3.735760933342619,EpsilonGreedy
4,4.595935562161877,EpsilonGreedy
4,5.370538096135901,EpsilonGreedy
4,4.581987635709864,EpsilonGreedy
4,4.549420376470181,EpsilonGreedy
4,4.370300374378275,EpsilonGreedy
4,5.315654033741905,EpsilonGreedy
4,4.605788468104377,EpsilonGreedy
4,4.126658669032706,EpsilonGreedy
4,3.247540109530087,EpsilonGreedy
4,4.917654211089273,EpsilonGreedy
4,1.8682296770615263,EpsilonGreedy
4,7.045077109166116,EpsilonGreedy
4,5.825632700788739,EpsilonGreedy
4,4.056756253551401,EpsilonGreedy
4,6.048407462444801,EpsilonGreedy
4,4.2248297865655005,EpsilonGreedy
4,5.579641986426072,EpsilonGreedy
4,7.32653423655761,EpsilonGreedy
4,2.8420355859977287,EpsilonGreedy
4,3.9423727822403083,EpsilonGreedy
4,4.6128980315216195,EpsilonGreedy
4,4.392776368488621,EpsilonGreedy
4,3.2110580269841473,EpsilonGreedy
4,4.197034778200187,EpsilonGreedy
4,3.900708949164135,EpsilonGreedy
4,2.753783198033755,EpsilonGreedy
4,2.7024668509234164,EpsilonGreedy
4,3.794928586257537,EpsilonGreedy
4,4.997943089096643,EpsilonGreedy
4,3.478059763798415,EpsilonGreedy
4,3.432963553382591,EpsilonGreedy
4,5.098534922543738,EpsilonGreedy
4,2.819276348968748,EpsilonGreedy
4,5.800011995526855,EpsilonGreedy
4,3.7927600983145195,EpsilonGreedy
4,4.341744809306905,EpsilonGreedy
4,4.2435428472746946,EpsilonGreedy
4,4.396376635505126,EpsilonGreedy
4,4.017120226797446,EpsilonGreedy
4,4.558590692750651,EpsilonGreedy
4,3.7310688545612893,EpsilonGreedy
4,3.7917400402693002,EpsilonGreedy
4,4.565447765934916,EpsilonGreedy
4,2.4295000471596246,EpsilonGreedy
4,3.6759868337456334,EpsilonGreedy
4,4.131360911694427,EpsilonGreedy
4,4.438886391513201,EpsilonGreedy
4,3.254428534981564,EpsilonGreedy
4,5.620530361355312,EpsilonGreedy
4,6.975661549741637,EpsilonGreedy
4,2.83087410091006,EpsilonGreedy
4,4.105600514427369,EpsilonGreedy
4,3.985229178012164,EpsilonGreedy
4,3.573676447956198,EpsilonGreedy
4,4.105124429322499,EpsilonGreedy
4,3.430346484846315,EpsilonGreedy
4,4.603756076263432,EpsilonGreedy
4,4.679660006618154,EpsilonGreedy
4,5.721818344236028,EpsilonGreedy
4,4.22818618472891,EpsilonGreedy
4,4.8380055299924924,EpsilonGreedy
4,5.467072072264708,EpsilonGreedy
4,4.371756282257028,EpsilonGreedy
4,4.154677099431988,EpsilonGreedy
4,4.147285725777276,EpsilonGreedy
4,3.2392155451037157,EpsilonGreedy
4,4.377908699546741,EpsilonGreedy
4,2.8692377527431727,EpsilonGreedy
4,3.258126294224763,EpsilonGreedy
4,4.12116547910902,EpsilonGreedy
4,4.478531991693983,EpsilonGreedy
4,3.3881672473527327,EpsilonGreedy
4,5.229831037469777,EpsilonGreedy
4,2.690180552513655,EpsilonGreedy
4,4.620202139025677,EpsilonGreedy
4,3.569768649714692,EpsilonGreedy
4,4.143966555889208,EpsilonGreedy
4,3.6859817547301756,EpsilonGreedy
4,4.6613238448117515,EpsilonGreedy
4,3.951670597566103,EpsilonGreedy
4,4.514470125010447,EpsilonGreedy
4,2.5225264599240758,EpsilonGreedy
4,4.431638544683083,EpsilonGreedy
4,2.329913540847525,EpsilonGreedy
4,4.0993677978478456,EpsilonGreedy
4,4.061436738962078,EpsilonGreedy
4,3.009269955495828,EpsilonGreedy
4,4.132367651950986,EpsilonGreedy
4,4.005815305618336,EpsilonGreedy
4,3.549920190500406,EpsilonGreedy
4,4.495059822910673,EpsilonGreedy
4,4.360310389762741,EpsilonGreedy
4,4.593980504344401,EpsilonGreedy
4,2.618081151438453,EpsilonGreedy
4,3.807110728181326,EpsilonGreedy
4,3.966081985003217,EpsilonGreedy
4,4.9220784621437135,EpsilonGreedy
4,3.92116739617378,EpsilonGreedy
4,1.9816020979235631,EpsilonGreedy
4,4.768498460038722,EpsilonGreedy
4,3.9624832510263572,EpsilonGreedy
4,3.617528518724261,EpsilonGreedy
4,4.968516317745021,EpsilonGreedy
4,4.294072927089507,EpsilonGreedy
4,4.457513992491196,EpsilonGreedy
4,2.853920034476075,EpsilonGreedy
4,4.250425596514168,EpsilonGreedy
4,2.5334040568931986,EpsilonGreedy
4,3.7226779799018304,EpsilonGreedy
4,4.449467238782457,EpsilonGreedy
4,3.58622053172388,EpsilonGreedy
4,2.263446957468421,EpsilonGreedy
4,2.852836502310824,EpsilonGreedy
4,3.657381009700468,EpsilonGreedy
4,2.988441154560192,EpsilonGreedy
4,2.7242642756038347,EpsilonGreedy
4,3.240917840795096,EpsilonGreedy
4,3.3302054840578634,EpsilonGreedy
4,3.211637808489388,EpsilonGreedy
4,3.2965278265594,EpsilonGreedy
4,3.649666248541291,EpsilonGreedy
4,4.178707534273961,EpsilonGreedy
4,4.9211218574140085,EpsilonGreedy
4,4.265815345203347,EpsilonGreedy
4,3.2330257630337345,EpsilonGreedy
4,2.5344592571508437,EpsilonGreedy
4,5.2456573905695105,EpsilonGreedy
4,3.6991423235358667,EpsilonGreedy
4,5.386675129340837,EpsilonGreedy
4,3.070012233524799,EpsilonGreedy
4,3.809565784495463,EpsilonGreedy
4,3.2294396395054856,EpsilonGreedy
4,3.5139371394632883,EpsilonGreedy
4,4.209424553680415,EpsilonGreedy
4,5.122775775126551,EpsilonGreedy
4,4.531395891495906,EpsilonGreedy
4,5.915806229757132,EpsilonGreedy
4,4.882769156686172,EpsilonGreedy
4,1.3593355428068339,EpsilonGreedy
4,3.9080114992592065,EpsilonGreedy
4,3.5625153686113546,EpsilonGreedy
4,4.531794611482157,EpsilonGreedy
4,4.1942880744673845,EpsilonGreedy
4,3.402089911468031,EpsilonGreedy
4,1.6240775420855482,EpsilonGreedy
4,4.79502559252596,EpsilonGreedy
4,5.515709608939268,EpsilonGreedy
4,3.4005429581634212,EpsilonGreedy
4,3.72565179763436,EpsilonGreedy
4,3.572200400110867,EpsilonGreedy
